user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
11847,147422,2024-04-28 10:22:14,Scientist,Synthesia,Video Creation,6,low,9.0,3.4881851211704573,55.12,high,8,2,4.99,1,0,none,6,high,1,free,18,medium
10501,100152,2023-06-29 06:34:20,Scientist,Grammarly AI,Video Creation,3,high,7.5,6.529110839447369,9.71,medium,6,7,6.01,0,0,none,5,medium,0,paid,51,medium
22209,168641,2024-02-01 13:17:05,Scientist,Canva AI,UI Design,3,medium,7.5,3.284212554985952,42.16,medium,7,2,5.36,1,1,irrelevant,8,medium,1,paid,29,low
12742,171128,2023-07-30 22:39:54,Police Officer,Canva AI,Legal Drafting,3,low,7.5,3.5989670969997833,39.01,medium,8,3,3.85,1,0,none,9,low,0,free,40,medium
1421,67246,2024-03-26 10:04:33,Data Scientist,Notion AI,Image Generation,5,high,8.5,3.829214008002456,46.71,high,8,3,3.19,0,0,none,6,high,1,free,10,medium
25233,171445,2023-05-23 03:53:12,Content Creator,GitHub Copilot,Medical Notes,4,high,8.0,6.234573526914508,17.65,high,7,5,5.01,0,1,irrelevant,10,medium,1,paid,57,medium
14767,194400,2024-09-30 18:51:45,Pharmacist,DALL-E,Essay Writing,1,low,6.5,4.74964438486629,17.5,medium,6,5,5.8,1,0,none,9,high,0,free,8,high
40628,193299,2023-06-08 15:28:04,Civil Engineer,Replit Ghostwriter,Essay Writing,3,low,7.5,6.640441842014559,8.6,medium,6,6,3.46,0,1,hallucination,10,high,1,free,16,low
8250,52935,2024-12-23 10:05:52,Interior Designer,Replit Ghostwriter,Presentation Creation,1,high,6.5,4.0348259910370885,24.65,medium,7,4,5.75,0,1,incomplete,9,high,0,paid,35,low
47493,66441,2024-07-26 08:30:34,Software Developer,Notion AI,Video Creation,4,low,8.0,4.730935344978045,32.69,high,7,4,7.29,0,1,hallucination,10,medium,0,freemium,58,high
18575,130995,2024-10-15 12:38:44,Teacher,Perplexity AI,Exam Preparation,6,medium,9.0,4.748624048294618,42.51,high,8,5,5.52,1,1,irrelevant,7,high,0,paid,8,high
25728,148114,2024-06-08 21:10:41,Marketing Manager,Runway AI,Blog Writing,2,low,7.0,6.684415885262636,3.16,medium,7,8,4.82,0,1,incomplete,10,high,1,freemium,42,medium
49082,122469,2024-05-27 04:43:24,Civil Engineer,ChatGPT,Legal Drafting,4,medium,8.0,4.088076614782416,39.12,high,8,4,7.5,0,0,none,8,low,1,free,15,medium
12421,167766,2023-01-31 12:09:04,Sales Executive,ChatGPT,Code Debugging,1,medium,6.5,6.537668754681773,-0.38,medium,6,6,7.83,0,0,none,7,medium,0,free,8,low
15930,1308,2023-04-11 07:31:48,Nurse,Cursor AI,Resume Building,3,low,7.5,6.701624518619082,7.98,medium,7,7,3.01,0,1,incomplete,10,low,1,free,56,low
2417,139759,2023-08-22 14:03:34,YouTuber,Cursor AI,Email Drafting,3,high,7.5,6.458131489182595,10.42,medium,6,7,8.02,1,0,none,10,low,1,freemium,25,low
14081,76394,2024-04-16 23:53:02,Judge,Replit Ghostwriter,Marketing Copy,6,low,9.0,4.958940880442656,40.41,high,9,4,5.4,1,0,none,8,low,1,free,30,low
5142,129560,2023-01-26 06:55:53,Journalist,Replit Ghostwriter,Research Summary,3,low,7.5,6.037757872104054,14.62,medium,7,4,6.33,1,0,none,5,medium,0,paid,10,medium
11023,79611,2023-07-06 17:52:26,Nurse,GitHub Copilot,Research Summary,5,high,8.5,3.600154468625387,49.0,high,8,2,3.56,1,0,none,5,low,0,free,46,low
40232,54420,2023-11-21 18:34:55,Software Developer,ChatGPT,Code Generation,3,medium,7.5,3.916016129878171,35.84,medium,7,4,3.61,1,1,incomplete,5,low,1,paid,45,low
35466,129267,2023-08-17 09:44:57,Marketing Manager,AutoGPT,Data Analysis,2,high,7.0,4.677713026095933,23.22,medium,6,4,4.72,0,1,irrelevant,9,high,1,free,14,low
2123,14094,2024-09-02 07:11:33,YouTuber,Perplexity AI,Learning New Topic,4,low,8.0,4.7751042226760685,32.25,high,7,4,5.8,1,1,hallucination,10,medium,0,paid,56,low
9296,169815,2024-03-14 04:35:45,Accountant,Cursor AI,Blog Writing,4,high,8.0,4.589491625210924,34.11,high,7,3,6.81,0,0,none,9,high,1,freemium,15,medium
32121,180452,2023-02-17 20:40:14,Business Analyst,GitHub Copilot,Learning New Topic,5,high,8.5,6.948642934756657,15.51,high,7,7,5.88,0,0,none,8,high,0,free,60,low
33630,183736,2024-09-07 13:52:19,Business Analyst,Runway AI,Resume Building,3,low,7.5,5.302581217776267,21.97,medium,8,4,3.73,1,0,none,10,medium,0,free,15,medium
17572,160104,2023-11-12 16:56:36,Business Analyst,Midjourney,Business Strategy,5,low,8.5,4.831566615987869,36.68,high,8,6,3.65,0,0,none,10,high,0,freemium,9,medium
24124,27360,2023-06-26 15:31:50,Sales Executive,Notion AI,Resume Building,1,low,6.5,5.889982887946544,6.1,medium,5,6,5.62,0,0,none,5,low,0,freemium,14,low
13124,133657,2023-08-04 00:14:51,Entrepreneur,Replit Ghostwriter,Video Creation,3,medium,7.5,5.666547901145927,18.33,medium,6,6,7.18,0,0,none,9,low,1,freemium,29,low
26892,90287,2024-04-17 21:27:04,Business Analyst,Cursor AI,Image Generation,6,medium,9.0,3.049528626356794,59.5,high,8,3,6.34,1,0,none,8,low,0,free,17,high
161,104728,2024-11-16 11:21:10,Mechanical Engineer,Replit Ghostwriter,Marketing Copy,6,medium,9.0,5.18778765145906,38.12,high,8,4,7.98,0,0,none,8,high,1,paid,51,high
5316,459,2024-07-15 12:31:39,Interior Designer,AutoGPT,Video Creation,4,high,8.0,5.175180056877084,28.25,high,7,6,3.19,0,1,irrelevant,8,low,0,paid,43,low
18763,72849,2024-07-21 08:31:09,Video Editor,Grammarly AI,Presentation Creation,3,high,7.5,6.592074547748101,9.08,medium,8,7,3.22,1,0,none,7,high,0,paid,44,high
45171,161417,2023-03-28 23:10:56,Civil Engineer,Synthesia,Resume Building,5,high,8.5,3.6956734287363977,48.04,high,8,2,3.44,1,1,hallucination,10,high,0,paid,17,medium
24922,77069,2023-07-04 09:13:09,Mechanical Engineer,Runway AI,Essay Writing,1,low,6.5,5.174374269933169,13.26,medium,5,5,3.71,1,0,none,8,medium,1,freemium,38,medium
11204,33386,2023-05-11 08:58:20,Scientist,DALL-E,Medical Notes,5,high,8.5,4.622863333380812,38.77,high,9,4,5.79,0,1,incomplete,10,low,0,free,39,medium
27106,152111,2024-10-24 07:16:23,Content Creator,Grammarly AI,Medical Notes,3,low,7.5,5.673201452955627,18.27,medium,7,6,8.81,0,0,none,6,low,0,free,26,high
30869,70035,2024-01-24 18:21:56,Researcher,Runway AI,Code Debugging,4,medium,8.0,4.773980618777774,32.26,high,7,5,4.25,0,1,incomplete,8,low,0,freemium,26,medium
48303,156834,2024-07-16 14:25:04,Teacher,Grammarly AI,Medical Notes,6,medium,9.0,3.1522488370193806,58.48,high,9,4,7.53,0,0,none,7,medium,0,free,54,low
4463,3123,2024-10-23 00:13:27,Marketing Manager,Synthesia,Legal Drafting,2,high,7.0,5.21005080654452,17.9,medium,7,4,7.35,0,0,none,10,low,0,paid,33,medium
3599,119148,2024-01-31 00:18:33,Graphic Designer,Notion AI,Learning New Topic,1,medium,6.5,5.31121803302012,11.89,medium,6,5,8.99,1,0,none,8,high,1,freemium,40,high
29962,68662,2024-11-27 21:10:24,Doctor,DALL-E,Image Generation,6,low,10.0,4.050091669262995,59.5,high,10,3,4.58,1,0,none,5,high,1,paid,57,medium
9164,141674,2024-02-21 08:54:55,Lawyer,Canva AI,Code Debugging,2,medium,7.0,5.207811964010803,17.92,medium,6,3,8.72,0,1,incomplete,6,high,0,paid,52,low
9347,161726,2024-08-25 09:45:32,Business Analyst,Midjourney,Exam Preparation,5,medium,8.5,4.8594153952877726,36.41,high,8,3,7.5,0,0,none,6,high,1,freemium,37,low
34224,156889,2024-01-09 09:25:58,Judge,Gemini,Blog Writing,6,medium,10.0,3.83286595034965,61.67,high,9,3,8.38,0,0,none,10,low,1,free,47,high
46044,152302,2023-11-04 16:52:07,Software Developer,Cursor AI,Email Drafting,4,medium,8.0,4.69937894360095,33.01,high,7,4,6.81,1,1,incomplete,9,low,0,paid,24,low
45435,81370,2023-03-05 18:46:09,Sales Executive,Claude,Marketing Copy,3,medium,7.5,3.4738678821906723,40.26,medium,6,4,5.12,1,0,none,10,medium,0,paid,57,low
46784,189004,2024-09-12 21:11:45,Electrical Engineer,Replit Ghostwriter,Code Generation,3,low,7.5,4.499817537165054,30.0,medium,7,4,8.16,1,0,none,7,low,1,paid,46,high
11846,179124,2023-12-03 17:18:33,Scientist,AutoGPT,Video Creation,5,low,8.5,3.6664237108267184,48.34,high,7,2,3.82,1,1,incomplete,8,low,1,paid,47,medium
4086,90259,2023-11-10 16:28:17,Nurse,Cursor AI,Essay Writing,1,high,6.5,6.2852279148066845,2.15,medium,7,6,3.62,1,0,none,7,low,1,freemium,53,high
30502,166847,2023-05-08 09:30:29,Police Officer,DALL-E,Code Debugging,5,medium,8.5,6.153100548565767,23.47,high,7,7,8.28,1,1,incomplete,6,high,1,freemium,45,low
26515,136723,2023-09-10 06:09:24,Mechanical Engineer,Cursor AI,Code Generation,3,medium,10.0,3.884883236086195,61.15,high,10,2,8.77,1,0,none,6,low,0,freemium,37,medium
30718,25602,2024-05-07 19:39:48,Interior Designer,Cursor AI,Code Debugging,5,high,10.0,6.437422857921483,35.63,high,9,6,6.82,1,0,none,5,medium,1,paid,48,high
35131,71654,2023-01-17 14:33:46,Software Developer,Cursor AI,Learning New Topic,2,low,7.0,5.16220437275466,18.38,medium,7,4,7.93,0,0,none,5,low,1,paid,51,low
42831,133956,2023-01-28 14:59:04,Student,Gemini,Legal Drafting,6,medium,9.0,4.003015790019575,49.97,high,8,2,4.79,0,0,none,7,high,1,free,37,high
25074,13277,2023-04-15 10:56:37,Electrical Engineer,Canva AI,Research Summary,4,low,8.0,4.391330135972626,36.09,high,7,5,7.91,0,1,incomplete,10,low,0,freemium,47,high
28015,114348,2024-09-22 21:12:05,Data Scientist,ChatGPT,Code Debugging,5,low,8.5,5.403379715320179,30.97,high,7,5,6.49,0,1,incomplete,5,low,1,freemium,31,high
8994,163243,2024-04-28 11:43:33,Interior Designer,Gemini,Resume Building,1,high,6.5,4.962237778535959,15.38,medium,6,4,6.07,1,1,irrelevant,5,high,1,freemium,11,low
24534,176834,2024-01-22 10:29:09,Graphic Designer,Cursor AI,Exam Preparation,5,medium,8.5,3.206666706518343,52.93,high,9,2,8.91,0,0,none,8,medium,1,freemium,27,medium
45570,188328,2024-08-17 09:55:11,Teacher,Perplexity AI,Medical Notes,4,medium,8.0,6.2134629030623705,17.87,high,7,5,5.47,1,0,none,6,low,1,paid,20,high
38954,45377,2024-03-11 10:38:20,Sales Executive,Grammarly AI,Code Debugging,1,low,6.5,5.361803240617862,11.38,medium,6,5,8.52,0,1,hallucination,9,low,1,freemium,20,medium
11158,45945,2023-12-31 20:52:20,Nurse,Runway AI,Essay Writing,5,high,8.5,5.962411089147546,25.38,high,7,6,5.92,1,0,none,7,medium,1,free,45,low
4950,126632,2023-03-21 01:37:19,Accountant,Claude,Code Debugging,3,high,7.5,4.094689844743785,34.05,medium,8,5,5.05,0,1,incomplete,10,medium,1,paid,49,low
30575,28131,2023-05-29 16:56:24,Teacher,Replit Ghostwriter,Data Analysis,2,high,7.0,4.122086795541238,28.78,medium,7,4,7.37,0,0,none,5,medium,1,paid,13,medium
34976,138990,2024-03-01 17:40:23,Police Officer,Pictory,Code Debugging,5,medium,8.5,4.0865790795044745,44.13,high,7,2,5.37,0,1,hallucination,10,low,0,paid,33,medium
6448,87176,2023-10-03 10:26:28,Military Officer,Claude,Presentation Creation,6,medium,9.0,4.702604846007972,42.97,high,9,5,4.34,0,0,none,5,low,0,freemium,12,high
22821,185939,2023-09-09 23:02:40,Researcher,Gemini,Video Creation,3,medium,7.5,4.261853562849258,32.38,medium,8,5,4.26,0,0,none,6,low,1,freemium,42,low
11681,121578,2023-04-12 07:12:18,Accountant,Synthesia,Email Drafting,6,medium,9.0,3.5208962224227447,54.79,high,9,2,4.5,0,0,none,6,medium,1,freemium,11,medium
15056,58415,2023-01-08 22:29:12,Nurse,Replit Ghostwriter,Business Strategy,2,medium,7.0,6.742440374739658,2.58,medium,6,5,4.55,0,0,none,9,low,1,paid,40,low
28282,11356,2024-04-02 17:44:03,Civil Engineer,GitHub Copilot,Resume Building,5,high,8.5,6.240791219730211,22.59,high,8,6,6.2,1,0,none,5,low,0,free,60,low
14393,152706,2024-06-08 00:54:09,Lawyer,Pictory,Data Analysis,3,high,7.5,4.552818859560724,29.47,medium,7,5,6.92,0,0,none,7,low,0,freemium,20,low
30463,77812,2023-11-15 10:41:33,Software Developer,Claude,UI Design,5,medium,8.5,6.157414578553753,23.43,high,9,6,6.36,0,1,incomplete,10,high,0,freemium,15,low
25085,111840,2023-08-30 16:25:51,Student,Runway AI,UI Design,2,medium,7.0,3.67294547594536,33.27,medium,6,3,7.3,0,0,none,7,low,0,freemium,58,low
29781,71594,2023-03-04 23:01:17,Accountant,DALL-E,Video Creation,2,low,7.0,6.86033072678409,1.4,medium,6,7,4.71,0,0,none,6,medium,0,paid,13,medium
24504,135273,2024-12-04 00:32:20,Electrical Engineer,Notion AI,Data Analysis,2,medium,7.0,3.744269424253331,32.56,medium,6,2,4.31,0,0,none,6,medium,0,paid,18,medium
40047,161524,2023-02-15 05:18:41,Police Officer,ChatGPT,Video Creation,2,high,7.0,4.187235422817688,28.13,medium,7,4,6.34,0,0,none,10,medium,1,paid,17,low
5253,123356,2023-04-29 17:35:30,Sales Executive,Gemini,Presentation Creation,5,low,8.5,4.028900042663446,44.71,high,9,3,7.55,1,0,none,8,low,1,free,43,medium
17184,154760,2024-02-21 13:52:44,YouTuber,Pictory,Legal Drafting,5,low,8.5,6.776442011894098,17.24,high,7,5,3.25,1,0,none,5,high,0,free,31,medium
32948,59797,2023-10-31 08:22:28,HR Manager,AutoGPT,Presentation Creation,2,medium,7.0,6.2493174447653,7.51,medium,6,7,6.48,1,0,none,10,high,1,paid,19,high
48251,60282,2023-08-17 12:35:00,Video Editor,ChatGPT,Learning New Topic,2,high,7.0,5.251740774263343,17.48,medium,6,3,6.84,1,1,irrelevant,7,high,1,freemium,11,medium
24058,103954,2023-07-20 10:47:02,Interior Designer,Canva AI,UI Design,4,medium,8.0,4.494138046701803,35.06,high,7,5,4.4,1,0,none,5,low,1,free,30,high
33297,41045,2023-10-30 10:56:27,Video Editor,Synthesia,Image Generation,3,low,7.5,6.884476597949509,6.16,medium,7,7,7.23,0,0,none,6,medium,1,paid,22,medium
42910,77022,2023-04-06 17:34:20,Video Editor,Claude,Marketing Copy,3,low,7.5,3.4908169921040244,40.09,medium,8,3,3.6,0,0,none,10,medium,1,free,47,high
31961,62570,2024-06-18 17:20:13,Scientist,GitHub Copilot,Email Drafting,6,low,9.0,3.0116466774746566,59.88,high,9,4,5.3,1,0,none,5,medium,0,paid,60,low
43091,149178,2024-04-25 05:53:44,Professor,Canva AI,Legal Drafting,1,medium,6.5,3.510003026314753,29.9,medium,5,2,5.75,0,1,irrelevant,9,medium,0,freemium,56,high
19819,120147,2023-04-04 14:17:47,Data Scientist,Grammarly AI,Essay Writing,4,low,10.0,5.185506235028514,48.14,high,10,4,6.09,1,0,none,5,low,0,free,60,high
7053,89756,2024-12-18 23:42:33,Pharmacist,Synthesia,Business Strategy,1,low,6.5,5.131781670680721,13.68,medium,5,6,3.76,0,0,none,9,medium,1,paid,11,high
9506,64206,2023-08-15 02:02:58,Doctor,Runway AI,Marketing Copy,2,high,7.0,4.575009750195864,24.25,medium,6,4,8.22,1,0,none,9,low,1,paid,32,high
9156,5281,2023-10-13 03:03:52,Mechanical Engineer,Synthesia,Essay Writing,2,medium,7.0,6.292646037765237,7.07,medium,7,5,8.24,1,0,none,5,high,1,paid,6,low
35428,38761,2024-07-16 16:49:47,Interior Designer,Perplexity AI,Code Debugging,5,medium,8.5,4.657456741075464,38.43,high,9,5,8.9,1,0,none,9,high,0,free,35,high
24693,177098,2023-08-30 04:07:02,Nurse,GitHub Copilot,Essay Writing,6,low,9.0,4.9794643184300345,40.21,high,9,4,6.81,1,0,none,9,low,0,paid,25,low
6679,48872,2024-02-16 16:07:19,Pharmacist,Cursor AI,UI Design,4,high,8.0,3.6692473837388744,43.31,high,8,3,5.74,0,0,none,5,high,1,paid,5,high
9314,90918,2023-04-29 19:15:42,Accountant,GitHub Copilot,Image Generation,1,medium,6.5,4.496388478886273,20.04,medium,6,3,5.73,0,0,none,8,medium,0,free,57,high
23953,81116,2023-10-12 21:27:56,Lawyer,Synthesia,Essay Writing,5,low,8.5,5.407044742267171,30.93,high,8,4,4.72,1,1,irrelevant,7,low,0,paid,37,high
37742,55795,2023-10-31 05:36:04,Software Developer,Synthesia,Research Summary,1,low,6.5,6.003864622086574,4.96,medium,7,6,7.19,1,1,hallucination,5,low,1,free,15,low
18098,64374,2023-04-05 01:12:52,Mechanical Engineer,Grammarly AI,Business Strategy,4,medium,8.0,4.568653227152634,34.31,high,7,3,8.22,0,0,none,7,high,1,paid,14,low
12526,182241,2023-10-21 09:57:02,Sales Executive,Pictory,Business Strategy,6,medium,9.0,5.015032740000863,39.85,high,9,6,4.08,0,0,none,5,medium,1,freemium,46,high
11985,143125,2023-10-22 10:53:35,Electrical Engineer,AutoGPT,Medical Notes,1,high,6.5,3.7173775577887502,27.83,medium,6,3,8.99,0,1,hallucination,5,medium,0,paid,31,medium
44389,46548,2024-11-25 21:04:23,Marketing Manager,Pictory,Data Analysis,1,high,6.5,4.7199024647783085,17.8,medium,5,3,4.13,0,0,none,7,low,1,freemium,12,low
19552,168184,2024-08-03 11:21:05,Student,ChatGPT,Medical Notes,6,high,9.0,3.453341154081043,55.47,high,9,4,5.8,0,0,none,6,medium,1,freemium,13,low
32132,91579,2024-09-18 16:49:59,Student,Grammarly AI,Code Generation,2,low,7.0,4.947551601877009,20.52,medium,7,3,4.91,0,0,none,6,high,1,free,21,low
18827,101670,2023-06-14 03:39:05,Military Officer,Canva AI,Essay Writing,5,high,8.5,4.17398573376199,43.26,high,7,4,3.97,0,1,irrelevant,6,medium,0,freemium,53,high
17600,112290,2023-03-12 14:43:38,YouTuber,Midjourney,UI Design,5,medium,8.5,6.919097645690062,15.81,high,8,5,8.57,0,1,irrelevant,10,low,1,free,10,high
11308,96436,2024-08-22 15:07:50,HR Manager,Grammarly AI,Business Strategy,2,high,7.0,5.679257502697823,13.21,medium,7,6,8.96,1,0,none,9,high,0,freemium,54,medium
28625,103845,2024-07-18 09:07:13,Lawyer,AutoGPT,Blog Writing,4,low,8.0,6.306980749597221,16.93,high,8,7,4.04,0,0,none,9,high,1,free,18,high
31127,39938,2024-06-10 12:28:56,Architect,Midjourney,Presentation Creation,2,high,7.0,3.902522702298393,30.97,medium,7,5,5.36,1,0,none,7,medium,0,freemium,59,high
46144,132711,2024-03-09 11:39:41,HR Manager,GitHub Copilot,Blog Writing,4,high,8.0,4.7499291078903205,32.5,high,7,3,7.54,1,0,none,10,medium,0,freemium,5,medium
35507,45097,2024-12-07 17:26:15,Software Developer,Notion AI,Blog Writing,4,low,8.0,4.764092209952395,32.36,high,7,4,5.35,1,0,none,8,medium,0,free,11,medium
27648,165140,2024-11-17 14:32:10,Teacher,ChatGPT,Video Creation,6,high,9.0,5.0802197214007405,39.2,high,8,5,3.68,0,0,none,5,low,0,freemium,23,high
3361,177815,2024-05-05 08:37:43,Lawyer,Runway AI,Business Strategy,3,low,7.5,4.288067670183682,32.12,medium,7,3,4.79,1,0,none,5,low,0,paid,49,medium
31219,55396,2024-05-16 08:00:56,Journalist,Pictory,Resume Building,1,medium,6.5,6.758218628634641,-2.58,medium,6,6,5.58,1,0,none,8,medium,0,freemium,48,high
10844,75436,2024-08-31 11:29:48,Police Officer,ChatGPT,Email Drafting,4,medium,8.0,5.467575479554474,25.32,high,8,5,4.43,1,0,none,7,medium,1,free,53,high
40873,199174,2024-08-10 18:26:30,Video Editor,Synthesia,Blog Writing,4,high,8.0,3.0595488279968213,49.4,high,8,3,7.52,0,0,none,8,high,1,paid,59,low
3868,98819,2023-11-03 17:15:30,Lawyer,Cursor AI,Legal Drafting,5,high,8.5,4.483278689894383,40.17,high,8,3,3.99,1,0,none,7,medium,0,free,26,high
49759,145366,2023-12-03 19:20:44,Researcher,Perplexity AI,Marketing Copy,1,high,6.5,6.780611926563268,-2.81,medium,6,6,5.38,0,0,none,10,medium,1,freemium,31,medium
37856,159031,2023-08-20 09:24:13,Researcher,Replit Ghostwriter,Video Creation,2,medium,7.0,5.433979889035557,15.66,medium,6,3,7.76,0,0,none,6,high,1,free,41,low
37815,139145,2023-11-27 06:48:55,Electrical Engineer,Cursor AI,Code Debugging,5,high,10.0,3.7841224565418616,62.16,high,10,4,5.8,1,0,none,5,low,1,free,33,low
6345,73815,2024-11-27 17:13:23,Student,Runway AI,Resume Building,4,low,8.0,3.643976940136312,43.56,high,8,4,3.92,1,0,none,5,high,0,freemium,11,high
48551,99957,2024-06-07 05:48:13,Doctor,Canva AI,Blog Writing,4,high,8.0,6.08794021100166,19.12,high,8,6,4.47,0,0,none,6,medium,0,free,26,high
40814,1608,2023-04-24 14:22:14,Entrepreneur,Perplexity AI,Research Summary,4,high,8.0,3.8405997443045425,41.59,high,7,3,8.39,0,0,none,8,high,0,paid,46,medium
6334,188605,2023-01-21 03:48:45,HR Manager,Perplexity AI,Learning New Topic,2,high,7.0,4.604226131286605,23.96,medium,7,3,8.06,0,0,none,8,low,1,freemium,60,high
47533,9117,2024-04-14 22:03:08,Software Developer,Perplexity AI,Learning New Topic,1,high,6.5,6.288744704255997,2.11,medium,7,6,6.86,1,0,none,7,high,0,paid,52,low
7141,169045,2023-11-09 15:11:08,Military Officer,Midjourney,Exam Preparation,2,low,7.0,6.2190748325807945,7.81,medium,7,7,5.24,0,0,none,6,low,0,free,37,high
41915,156826,2023-09-05 11:47:53,Data Scientist,Cursor AI,Research Summary,3,low,7.5,5.104694626055993,23.95,medium,7,4,5.64,1,0,none,9,low,1,paid,21,medium
47227,130707,2024-11-16 02:54:21,Military Officer,Cursor AI,Learning New Topic,1,high,6.5,6.779108875795991,-2.79,medium,6,7,4.0,0,0,none,5,medium,0,free,39,low
46037,119897,2024-03-24 07:58:43,Lawyer,Pictory,Exam Preparation,6,low,9.0,6.457149237085625,25.43,high,9,7,8.77,1,0,none,7,medium,1,free,35,medium
40259,178222,2024-05-25 09:06:07,Software Developer,AutoGPT,Code Generation,1,high,6.5,6.3302935157329365,1.7,medium,6,5,4.21,0,1,incomplete,7,high,1,free,6,medium
4490,135252,2024-11-21 05:39:37,Teacher,Gemini,Blog Writing,1,medium,9.0,4.864933937603107,41.35,high,8,5,4.99,0,0,none,7,low,1,free,39,low
47965,161904,2024-03-28 18:28:04,Sales Executive,Midjourney,Code Generation,6,high,9.0,6.361878859052482,26.38,high,8,7,6.0,0,1,hallucination,7,low,1,paid,9,low
40403,164572,2024-05-20 00:22:50,Researcher,GitHub Copilot,Learning New Topic,4,low,8.0,6.863550260069532,11.36,high,8,7,4.58,1,1,irrelevant,6,medium,1,paid,11,medium
22294,83344,2024-08-22 05:01:40,Civil Engineer,Grammarly AI,Blog Writing,4,high,10.0,6.38963124031333,36.1,high,10,6,5.12,0,0,none,7,high,0,free,58,high
1699,63932,2023-05-31 04:54:43,Nurse,Runway AI,UI Design,6,high,9.0,6.3445964897750855,26.55,high,8,6,5.55,0,0,none,10,low,0,freemium,17,medium
11598,155141,2024-05-03 01:48:19,Military Officer,AutoGPT,Email Drafting,2,low,7.0,5.1471510568478855,18.53,medium,6,4,3.14,1,0,none,8,medium,0,free,31,low
14256,179442,2023-07-30 21:32:21,YouTuber,Midjourney,Exam Preparation,4,high,8.0,4.607071721869641,33.93,high,7,5,8.57,1,0,none,10,medium,1,paid,32,high
18665,35806,2024-11-21 07:10:59,Consultant,Perplexity AI,Learning New Topic,4,low,8.0,6.075667314053595,19.24,high,8,6,4.3,0,0,none,7,high,0,free,34,high
47228,79698,2024-12-02 14:16:59,Doctor,ChatGPT,Data Analysis,5,medium,8.5,5.8587261429808954,26.41,high,8,4,6.44,0,1,hallucination,8,low,0,freemium,57,high
46782,95858,2023-05-19 13:22:32,HR Manager,Synthesia,Marketing Copy,5,low,8.5,3.2925799043920776,52.07,high,8,4,7.36,1,0,none,8,medium,0,free,58,high
39336,79669,2024-09-18 10:43:42,Researcher,Notion AI,Code Debugging,4,medium,8.0,4.535145046303395,34.65,high,7,3,5.87,1,0,none,10,low,1,paid,19,low
21767,111137,2024-02-23 03:27:29,Journalist,Notion AI,Business Strategy,6,high,9.0,5.703527257717488,32.96,high,9,5,6.27,0,0,none,6,high,0,paid,9,high
24746,191501,2024-11-01 07:02:01,Business Analyst,Perplexity AI,Blog Writing,6,high,9.0,6.117458277001873,28.83,high,9,7,8.56,1,0,none,10,medium,0,free,43,medium
34358,192067,2023-02-22 12:45:38,Consultant,Runway AI,UI Design,4,low,8.0,3.635319384914907,43.65,high,7,4,8.3,0,0,none,9,low,1,freemium,33,high
17093,192089,2023-04-07 18:27:38,Judge,Replit Ghostwriter,Blog Writing,4,medium,8.0,4.518164357047922,34.82,high,8,5,4.83,0,0,none,8,low,0,free,37,low
17734,114664,2024-04-16 10:39:19,Mechanical Engineer,Notion AI,Learning New Topic,1,low,6.5,5.587994843960743,9.12,medium,6,5,3.26,1,0,none,6,low,1,paid,14,medium
27375,119252,2023-03-01 21:50:09,Judge,Replit Ghostwriter,Marketing Copy,2,low,7.0,4.066999915821656,29.33,medium,7,4,5.31,1,1,incomplete,10,medium,1,paid,33,low
4919,24992,2024-04-18 04:55:34,YouTuber,Claude,Business Strategy,4,medium,8.0,3.3683739508659443,46.32,high,8,4,5.21,0,1,irrelevant,10,low,1,freemium,51,low
40759,17141,2023-02-23 00:09:23,Marketing Manager,Grammarly AI,Data Analysis,2,high,7.0,5.56318640056617,14.37,medium,6,6,3.5,0,0,none,10,high,1,free,34,medium
27203,21413,2024-02-12 18:03:38,Mechanical Engineer,Synthesia,Blog Writing,2,high,7.0,5.745212449528882,12.55,medium,6,6,8.81,0,0,none,9,high,0,freemium,12,low
4734,158502,2024-11-10 07:10:07,Lawyer,Pictory,Data Analysis,6,high,9.0,5.088877480972822,39.11,high,9,5,8.92,0,1,irrelevant,7,low,0,free,11,high
41155,135077,2023-08-18 20:23:52,Sales Executive,Midjourney,Business Strategy,3,low,7.5,5.462268034940108,20.38,medium,7,4,6.35,1,0,none,9,medium,0,free,13,medium
19443,112498,2023-02-21 05:23:54,Scientist,Gemini,Video Creation,5,low,8.5,5.991644681467978,25.08,high,8,5,5.09,0,0,none,7,low,1,freemium,9,high
41540,138638,2024-03-19 08:08:04,Electrical Engineer,Replit Ghostwriter,Essay Writing,5,high,8.5,6.407236226361501,20.93,high,8,7,5.32,0,1,irrelevant,9,low,0,paid,60,medium
43688,83480,2024-11-22 14:30:59,Lawyer,Synthesia,Code Debugging,2,medium,7.0,3.5310750321966347,34.69,medium,7,2,4.54,1,0,none,5,low,1,paid,42,medium
3374,118894,2023-08-09 19:29:40,Data Scientist,ChatGPT,Exam Preparation,1,medium,6.5,5.89281681706221,6.07,medium,6,6,7.47,0,1,incomplete,6,medium,0,free,44,low
